gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,AvgMonthlySpend,ServiceCount,ContractRiskScore,ElectronicCheckFlag,TenureGroup,HighSpendFlag,Cluster,RiskSegment
1,0,1,1,32,1,0,2,1,1,1,1,1,1,2,0,3,18.95,613.95,0,606.4,19.1859375,1,1,0,2,0,1,Medium Risk
1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,1,20.5,402.85,0,430.5,19.183333333333334,1,3,0,0,0,1,Medium Risk
1,0,1,1,62,1,0,2,1,1,1,1,1,1,1,0,0,19.95,1244.8,0,1236.9,20.07741935483871,1,2,0,1,0,1,Medium Risk
0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.5,46.4,0,49.0,23.2,0,3,1,3,0,1,Medium Risk
1,0,0,1,27,1,0,2,1,1,1,1,1,1,2,0,3,20.6,581.85,0,556.2,21.55,1,1,0,2,0,1,Medium Risk
1,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,0,94.85,462.8,1,474.25,92.56,4,3,0,3,1,2,High Risk
0,0,0,0,25,0,1,0,2,2,2,0,2,2,1,0,2,61.05,1540.2,0,1526.25,61.608,5,2,1,2,0,1,Medium Risk
0,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,85.7,169.8,1,171.4,84.9,3,3,1,3,1,2,High Risk
1,0,0,0,49,1,2,1,0,2,0,2,2,2,1,1,0,106.65,5168.1,0,5225.85,105.47142857142858,6,2,0,1,1,0,Low Risk
0,0,0,0,63,1,2,1,2,2,2,0,2,2,0,0,1,108.25,6780.1,0,6819.75,107.62063492063491,7,3,0,1,1,0,Low Risk
0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,0,1,20.4,94.5,0,81.6,23.625,1,3,0,3,0,1,Medium Risk
0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,55.3,55.3,0,55.3,55.3,2,3,0,3,0,1,Medium Risk
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.25,208.0,0,222.75,18.90909090909091,1,3,0,3,0,1,Medium Risk
1,1,0,0,52,1,2,1,0,0,0,0,0,0,0,1,0,72.95,3829.75,0,3793.4,73.64903846153847,2,3,0,1,1,2,High Risk
0,1,1,0,60,1,2,1,0,2,0,0,0,2,0,0,2,89.45,5294.6,0,5367.0,88.24333333333334,4,3,1,1,1,0,Low Risk
1,0,0,0,64,1,2,1,0,0,2,2,2,2,1,1,1,104.65,6889.8,0,6697.6,107.653125,6,2,0,1,1,0,Low Risk
0,0,1,1,43,1,0,0,2,0,2,0,2,2,2,0,0,75.2,3254.35,0,3233.6,75.68255813953488,5,1,0,2,1,0,Low Risk
0,0,1,0,61,1,2,1,0,0,0,2,2,2,1,0,0,101.15,6383.9,0,6170.150000000001,104.65409836065574,5,2,0,1,1,0,Low Risk
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4,44.4,1,44.4,44.4,1,3,0,3,0,1,Medium Risk
1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,89.5,477.7,1,447.5,95.54,3,3,1,3,1,2,High Risk
1,0,0,0,66,1,2,0,2,2,2,2,0,0,2,0,0,68.75,4447.55,0,4537.5,67.38712121212122,6,1,0,1,1,0,Low Risk
1,0,1,0,67,1,0,1,2,2,2,2,2,2,2,1,2,111.05,7321.05,0,7440.349999999999,109.26940298507463,7,1,1,1,1,0,Low Risk
0,0,1,0,42,1,0,1,0,0,2,2,2,2,2,1,1,99.0,4135.0,0,4158.0,98.45238095238096,5,1,0,2,1,0,Low Risk
1,1,1,0,1,1,2,1,0,0,0,0,2,0,0,1,2,86.05,86.05,1,86.05,86.05,3,3,1,3,1,2,High Risk
0,0,1,1,31,1,0,2,1,1,1,1,1,1,2,0,3,21.0,697.7,0,651.0,22.506451612903227,1,1,0,2,0,1,Medium Risk
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.4,168.65,0,135.79999999999998,24.092857142857145,1,3,0,3,0,1,Medium Risk
1,0,0,0,4,0,1,0,0,0,0,0,2,2,0,1,2,44.55,174.3,1,178.2,43.575,2,3,1,3,0,1,Medium Risk
1,0,1,1,34,1,2,0,0,0,2,0,2,2,1,0,0,77.2,2753.8,0,2624.8,80.99411764705883,5,2,0,2,1,2,High Risk
1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,1,3,19.45,69.25,0,58.35,23.08333333333333,1,2,0,3,0,1,Medium Risk
0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,1,3,24.85,434.8,0,472.15,22.88421052631579,0,3,0,0,0,1,Medium Risk
1,0,1,1,31,0,1,0,2,0,0,2,0,0,0,0,0,35.4,1077.5,1,1097.4,34.75806451612903,2,3,0,2,0,1,Medium Risk
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,0,3,95.65,95.65,1,95.65,95.65,4,3,0,3,1,2,High Risk
1,0,0,0,3,0,1,0,2,0,2,2,0,0,0,0,3,41.35,107.25,0,124.05,35.75,3,3,0,3,0,1,Medium Risk
1,0,1,0,46,1,0,2,1,1,1,1,1,1,0,0,2,19.6,851.2,0,901.6,18.50434782608696,1,3,1,2,0,1,Medium Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.95,20.95,1,20.95,20.95,1,3,0,3,0,1,Medium Risk
0,0,1,1,69,1,2,1,2,0,2,0,0,0,1,0,0,84.45,5848.6,0,5827.05,84.76231884057971,4,2,0,1,1,0,Low Risk
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.25,109.8,0,101.25,21.96,1,3,0,3,0,1,Medium Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.65,19.65,0,19.65,19.65,1,3,0,3,0,1,Medium Risk
1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,1,20.65,595.5,0,536.9,22.903846153846157,1,2,0,2,0,1,Medium Risk
0,1,0,0,10,0,1,0,0,0,0,0,0,2,0,1,2,34.7,329.8,1,347.0,32.980000000000004,1,3,1,3,0,1,Medium Risk
1,0,0,0,25,1,0,1,0,0,2,2,2,2,2,0,0,99.3,2513.5,0,2482.5,100.54,5,1,0,2,1,0,Low Risk
1,0,1,1,64,1,0,1,2,2,0,0,0,0,0,0,2,81.05,5135.35,0,5187.2,80.23984375,3,3,1,1,1,0,Low Risk
1,0,1,1,30,1,2,0,2,2,2,2,0,0,0,0,2,67.6,2000.2,0,2028.0,66.67333333333333,6,3,1,2,1,2,High Risk
1,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,931.75,0,911.95,71.67307692307692,1,3,1,0,1,2,High Risk
0,0,1,0,64,1,2,1,2,2,2,2,2,2,1,1,2,115.0,7396.15,0,7360.0,115.56484375,8,2,1,1,1,0,Low Risk
0,0,0,1,46,1,2,1,0,0,2,2,0,0,0,1,0,84.8,3958.85,0,3900.8,86.06195652173913,4,3,0,2,1,0,Low Risk
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.7,260.9,0,236.4,21.741666666666664,1,2,0,3,0,1,Medium Risk
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.75,297.3,1,296.25,19.82,1,3,0,0,0,1,Medium Risk
1,0,1,1,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1515.1,1,1573.35,89.12352941176471,4,3,1,0,1,2,High Risk
0,0,1,1,13,1,0,0,2,0,2,0,0,2,0,1,3,63.15,816.8,0,820.9499999999999,62.83076923076923,4,3,0,0,0,1,Medium Risk
0,0,1,1,67,1,2,0,2,2,0,2,2,0,2,0,1,74.0,4868.4,0,4958.0,72.66268656716417,6,1,0,1,1,0,Low Risk
1,0,1,0,24,0,1,0,0,0,2,0,0,0,0,0,2,29.1,688.0,0,698.4000000000001,28.666666666666668,1,3,1,0,0,1,Medium Risk
1,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,3,50.05,288.35,0,300.29999999999995,48.05833333333334,2,3,0,3,0,1,Medium Risk
1,1,1,0,53,1,2,0,2,0,0,2,0,0,1,1,2,60.05,3229.65,1,3182.65,60.93679245283019,4,2,1,1,0,1,Medium Risk
1,1,1,0,16,1,0,1,0,2,0,0,0,0,0,1,1,74.3,1178.25,1,1188.8,73.640625,2,3,0,0,1,2,High Risk
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,2,20.0,185.4,0,200.0,18.54,1,3,1,3,0,1,Medium Risk
0,0,0,0,13,1,0,1,0,2,0,0,0,0,1,1,3,74.65,966.25,0,970.45,74.32692307692308,2,2,0,0,1,2,High Risk
1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,2,85.35,758.6,1,768.15,84.28888888888889,3,3,1,3,1,2,High Risk
0,0,0,0,25,1,0,0,2,2,2,2,2,0,1,0,3,74.3,1863.8,1,1857.5,74.55199999999999,6,2,0,2,1,2,High Risk
1,1,0,0,7,0,1,0,0,2,0,2,0,2,0,1,2,44.4,265.8,0,310.8,37.971428571428575,3,3,1,3,0,1,Medium Risk
1,0,1,1,38,1,2,0,2,0,2,2,2,2,2,1,0,85.4,3297.0,0,3245.2000000000003,86.76315789473684,7,1,0,2,1,0,Low Risk
0,0,1,0,43,1,2,1,2,2,0,0,0,2,0,1,2,94.1,4107.3,0,4046.3,95.5186046511628,5,3,1,2,1,2,High Risk
0,0,0,1,4,1,0,1,0,0,2,2,2,2,0,1,0,98.1,396.3,1,392.4,99.075,5,3,0,3,1,2,High Risk
0,0,0,0,25,1,2,1,0,2,2,2,2,2,2,0,2,108.9,2809.05,0,2722.5,112.362,7,1,1,2,1,0,Low Risk
1,0,0,1,27,1,0,0,2,2,0,0,0,0,1,0,3,56.2,1567.55,0,1517.4,58.0574074074074,3,2,0,2,0,1,Medium Risk
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,26.1,1851.45,0,1879.2,25.714583333333334,2,1,0,1,0,1,Medium Risk
1,0,0,1,71,1,2,1,2,2,0,0,0,0,1,1,1,85.45,6028.95,0,6066.95,84.91478873239437,4,2,0,1,1,0,Low Risk
0,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,1,88.95,2072.75,0,2134.8,86.36458333333333,4,3,0,0,1,2,High Risk
0,0,0,0,50,1,2,1,2,2,0,2,2,2,2,1,2,109.65,5551.15,1,5482.5,111.023,7,1,1,1,1,0,Low Risk
1,0,0,0,57,1,0,0,2,0,2,0,2,2,2,1,0,74.35,4317.35,0,4237.95,75.74298245614035,5,1,0,1,1,0,Low Risk
0,0,0,0,15,1,0,0,0,2,0,0,0,0,0,0,2,48.85,736.8,0,732.75,49.12,2,3,1,0,0,1,Medium Risk
1,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.1,336.15,0,320.4,84.0375,3,3,1,3,1,2,High Risk
0,0,0,0,28,1,0,0,2,2,0,0,0,0,0,0,2,56.05,1522.65,0,1569.4,54.38035714285714,3,3,1,2,0,1,Medium Risk
0,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.55,622.9,1,670.9499999999999,69.21111111111111,2,3,1,3,1,2,High Risk
0,0,1,0,55,1,2,1,2,0,0,0,2,0,0,1,0,89.8,4959.6,0,4939.0,90.17454545454548,4,3,0,1,1,0,Low Risk
1,0,0,0,3,1,2,1,0,0,2,0,2,2,0,1,2,100.95,329.95,1,302.85,109.98333333333332,5,3,1,3,1,2,High Risk
1,0,0,0,10,1,0,1,0,0,2,0,2,2,0,1,2,94.9,1048.85,1,949.0,104.885,4,3,1,3,1,2,High Risk
1,0,0,1,55,1,0,2,1,1,1,1,1,1,1,0,0,19.1,1001.5,0,1050.5,18.20909090909091,1,2,0,1,0,1,Medium Risk
0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,3,20.35,442.6,0,407.0,22.130000000000003,1,3,0,0,0,1,Medium Risk
0,0,1,1,62,1,2,1,0,2,0,2,2,2,1,1,1,106.05,6703.5,0,6575.099999999999,108.12096774193547,6,2,0,1,1,0,Low Risk
1,1,1,0,32,1,2,1,0,0,2,2,2,2,0,1,2,104.9,3351.55,1,3356.8,104.7359375,6,3,1,2,1,2,High Risk
0,0,0,0,43,1,0,2,1,1,1,1,1,1,2,1,0,19.65,779.25,0,844.9499999999999,18.12209302325581,1,1,0,2,0,1,Medium Risk
1,0,1,0,9,0,1,0,0,0,0,0,0,0,1,0,0,24.1,259.8,1,216.9,28.866666666666667,0,2,0,3,0,1,Medium Risk
0,0,1,0,60,1,0,0,2,2,0,2,0,0,2,0,0,59.85,3483.45,0,3591.0,58.0575,4,1,0,1,0,0,Low Risk
1,0,1,0,58,1,2,0,2,2,2,0,2,2,2,1,2,86.1,4890.5,0,4993.799999999999,84.31896551724138,7,1,1,1,1,0,Low Risk
1,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,19.45,136.75,0,136.15,19.535714285714285,1,2,0,3,0,1,Medium Risk
1,0,1,1,2,1,0,1,2,0,0,0,2,2,0,0,2,97.1,184.15,0,194.2,92.075,4,3,1,3,1,2,High Risk
1,1,0,0,37,0,1,0,0,2,2,0,0,0,0,0,2,36.65,1315.0,0,1356.05,35.54054054054054,2,3,1,2,0,1,Medium Risk
0,1,1,1,65,1,2,1,0,0,2,2,2,2,1,1,0,103.9,6767.1,0,6753.5,104.10923076923078,6,2,0,1,1,0,Low Risk
0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,0,3,19.75,757.95,0,770.25,19.434615384615388,1,1,0,2,0,1,Medium Risk
1,0,1,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.05,6890.0,1,6867.3,104.3939393939394,6,2,1,1,1,0,Low Risk
1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,3,24.55,1657.4,0,1669.4,24.373529411764707,2,1,0,1,0,1,Medium Risk
0,0,1,1,62,0,1,0,2,2,0,2,2,0,2,0,0,48.7,3008.55,0,3019.4,48.525000000000006,4,1,0,1,0,1,Medium Risk
1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,88.35,262.05,1,265.04999999999995,87.35000000000001,4,3,0,3,1,2,High Risk
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.55,8165.1,0,7887.599999999999,113.40416666666668,7,1,1,1,1,0,Low Risk
0,0,1,0,41,1,0,2,1,1,1,1,1,1,2,0,1,20.65,875.55,0,846.65,21.35487804878049,1,1,0,2,0,1,Medium Risk
1,0,1,1,29,1,0,1,2,0,0,0,2,2,0,0,1,94.65,2649.15,1,2744.8500000000004,91.35,4,3,0,2,1,2,High Risk
0,0,0,0,4,1,0,0,2,2,0,0,0,0,0,0,2,55.2,220.65,0,220.8,55.1625,3,3,1,3,0,1,Medium Risk
1,0,0,0,53,1,2,2,1,1,1,1,1,1,1,0,0,24.05,1301.9,0,1274.65,24.56415094339623,2,2,0,1,0,1,Medium Risk
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,74.4,1,74.4,74.4,2,3,1,3,1,2,High Risk
0,0,1,1,41,1,2,0,2,2,2,2,0,2,0,0,1,79.9,3326.2,1,3275.9,81.12682926829268,7,3,0,2,1,0,Low Risk
1,0,1,0,39,1,0,2,1,1,1,1,1,1,2,1,0,20.45,790.0,0,797.55,20.256410256410252,1,1,0,2,0,1,Medium Risk
1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,0,3,19.25,1237.65,0,1212.75,19.645238095238096,1,1,0,1,0,1,Medium Risk
1,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,2,26.35,378.6,0,395.25,25.24,2,3,1,0,0,1,Medium Risk
0,0,1,0,13,1,0,0,0,0,0,0,0,0,1,0,2,43.8,592.65,0,569.4,45.58846153846154,1,2,1,0,0,1,Medium Risk
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,50.15,50.15,0,50.15,50.15,2,3,0,3,0,1,Medium Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,20.45,20.45,0,20.45,20.45,1,1,0,3,0,1,Medium Risk
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,560.85,1,557.6,70.10625,1,3,1,3,1,2,High Risk
1,0,0,0,60,1,0,0,2,2,2,0,0,0,2,0,2,61.4,3638.25,0,3684.0,60.6375,4,1,1,1,0,0,Low Risk
0,1,1,0,12,1,2,1,0,2,2,0,2,0,0,1,2,98.1,1060.2,1,1177.1999999999998,88.35000000000001,5,3,1,3,1,2,High Risk
1,0,1,0,40,1,2,0,0,2,0,2,2,0,1,0,1,70.75,2921.75,0,2830.0,73.04375,5,2,0,2,1,0,Low Risk
0,0,0,0,66,1,0,0,2,2,2,0,0,0,2,1,0,61.15,4017.45,0,4035.9,60.87045454545454,4,1,0,1,0,0,Low Risk
1,0,1,1,42,1,0,2,1,1,1,1,1,1,1,0,3,20.25,854.9,0,850.5,20.354761904761904,1,2,0,2,0,1,Medium Risk
0,1,0,0,66,1,2,0,2,2,0,2,0,0,1,1,1,63.85,4174.35,0,4214.1,63.24772727272728,5,2,0,1,0,0,Low Risk
1,0,0,0,49,1,2,1,0,2,0,0,2,2,0,0,2,98.7,4920.55,0,4836.3,100.41938775510204,5,3,1,1,1,0,Low Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,1,20.5,20.5,1,3,0,3,0,1,Medium Risk
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.0,810.3,0,820.0,19.76341463414634,1,1,0,2,0,1,Medium Risk
0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.3,772.4,0,791.3000000000001,18.839024390243903,1,1,0,2,0,1,Medium Risk
0,0,1,1,23,1,0,1,2,2,0,2,0,0,0,0,3,84.4,1936.85,0,1941.2,84.2108695652174,4,3,0,0,1,2,High Risk
1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.1,79.8,0,75.30000000000001,26.6,0,3,1,3,0,1,Medium Risk
0,0,0,0,4,0,1,0,2,0,2,2,0,2,0,0,3,48.25,202.25,0,193.0,50.5625,4,3,0,3,0,1,Medium Risk
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.85,1070.5,0,1032.2,20.58653846153846,1,1,0,1,0,1,Medium Risk
0,1,1,0,4,1,2,1,2,0,0,0,2,2,0,1,2,99.6,347.65,1,398.4,86.9125,5,3,1,3,1,2,High Risk
0,0,0,0,11,1,0,1,0,2,2,2,0,2,0,1,2,94.2,999.9,0,1036.2,90.9,5,3,1,3,1,2,High Risk
0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,1,3,62.15,113.1,0,124.3,56.55,3,3,0,3,0,1,Medium Risk
0,0,1,0,26,1,2,1,0,2,0,0,0,0,0,0,0,79.3,2015.8,0,2061.8,77.53076923076922,3,3,0,2,1,2,High Risk
1,0,1,1,24,1,0,0,2,0,2,0,0,0,1,1,1,56.25,1454.25,0,1350.0,60.59375,3,2,0,0,0,1,Medium Risk
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.3,246.7,0,243.6,20.558333333333334,1,3,0,3,0,1,Medium Risk
1,1,1,0,60,1,2,1,0,0,0,2,2,2,0,1,2,99.0,6017.9,0,5940.0,100.29833333333332,5,3,1,1,1,0,Low Risk
0,0,1,1,64,1,2,0,2,2,2,2,2,2,2,1,3,90.6,5817.45,0,5798.4,90.89765625,8,1,0,1,1,0,Low Risk
1,0,1,0,66,1,0,0,2,2,2,2,2,2,2,1,0,85.9,5595.3,0,5669.400000000001,84.77727272727273,7,1,0,1,1,0,Low Risk
0,0,0,0,60,1,2,1,0,0,2,0,0,0,1,1,0,79.2,4765.0,0,4752.0,79.41666666666667,3,2,0,1,1,0,Low Risk
1,0,1,1,17,1,2,0,2,0,2,0,2,0,1,1,0,70.35,1201.65,0,1195.9499999999998,70.68529411764706,5,2,0,0,1,2,High Risk
1,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,19.35,867.3,0,812.7,20.65,1,1,0,2,0,1,Medium Risk
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.15,50.15,0,50.15,50.15,2,3,1,3,0,1,Medium Risk
0,0,1,1,47,1,0,0,0,2,0,2,0,2,2,0,0,63.8,3007.25,0,2998.6,63.984042553191486,4,1,0,2,0,1,Medium Risk
0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,252.75,0,205.5,25.275,1,3,0,3,0,1,Medium Risk
1,1,1,0,70,1,2,0,2,2,2,2,2,2,2,1,1,88.55,6306.5,0,6198.5,90.09285714285714,8,1,0,1,1,0,Low Risk
1,1,0,0,67,1,2,1,0,0,2,0,2,2,0,1,1,101.4,6841.05,0,6793.8,102.10522388059702,5,3,0,1,1,0,Low Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.95,81.95,1,81.95,81.95,2,3,1,3,1,2,High Risk
1,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.35,451.1,1,485.44999999999993,64.44285714285715,1,3,1,3,1,2,High Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.6,44.6,0,44.6,44.6,1,3,0,3,0,1,Medium Risk
1,0,0,0,4,1,0,0,0,2,0,2,2,0,0,1,0,63.75,226.2,0,255.0,56.55,4,3,0,3,0,1,Medium Risk
0,0,1,1,66,1,2,1,2,2,2,0,2,2,2,0,0,109.25,7082.5,0,7210.5,107.31060606060606,7,1,0,1,1,0,Low Risk
0,0,0,0,12,1,0,1,0,2,0,0,0,2,0,1,2,84.6,1017.35,0,1015.2,84.77916666666667,3,3,1,3,1,2,High Risk
0,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,1,20.45,527.35,0,490.8,21.972916666666663,1,2,0,0,0,1,Medium Risk
1,0,0,0,26,1,0,1,0,2,0,0,2,0,0,1,2,85.75,2146.5,0,2229.5,82.5576923076923,3,3,1,2,1,2,High Risk
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,91.1,455.3,1,546.5999999999999,75.88333333333334,3,3,1,3,1,2,High Risk
1,0,1,0,57,1,2,1,0,0,2,2,2,2,2,0,2,107.95,5969.85,0,6153.150000000001,104.7342105263158,6,1,1,1,1,0,Low Risk
1,0,1,0,14,1,2,1,0,0,0,0,2,0,0,1,2,86.1,1235.55,1,1205.4,88.25357142857142,3,3,1,0,1,2,High Risk
0,0,1,1,42,1,2,2,1,1,1,1,1,1,2,0,2,22.95,1014.25,0,963.9,24.14880952380953,2,1,1,2,0,1,Medium Risk
1,0,0,0,25,1,2,1,0,0,0,0,2,2,0,1,0,94.7,2362.1,1,2367.5,94.484,4,3,0,2,1,2,High Risk
0,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,1,19.45,1225.65,0,1244.8,19.15078125,1,1,0,1,0,1,Medium Risk
1,0,1,0,22,1,2,1,0,0,0,0,0,2,0,1,2,85.1,1873.7,1,1872.2,85.16818181818182,3,3,1,0,1,2,High Risk
1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,1,1,19.7,386.5,0,374.3,20.34210526315789,1,2,0,0,0,1,Medium Risk
0,0,1,1,61,1,2,1,0,2,0,0,2,2,0,1,2,99.15,6010.05,1,6048.150000000001,98.52540983606558,5,3,1,1,1,0,Low Risk
1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,1850.65,0,1914.0,84.12045454545455,3,3,0,0,1,2,High Risk
1,1,1,0,70,1,2,1,0,2,2,0,2,2,0,1,2,102.95,7101.5,1,7206.5,101.45,6,3,1,1,1,0,Low Risk
1,0,0,0,12,1,0,1,0,0,0,0,0,2,0,1,0,79.95,1043.4,0,959.4,86.95,2,3,0,3,1,2,High Risk
0,0,1,0,31,1,0,0,2,0,0,2,0,2,1,1,2,64.0,1910.75,0,1984.0,61.63709677419355,4,2,1,2,0,1,Medium Risk
0,0,0,0,11,1,0,0,0,0,0,0,2,2,0,1,2,64.9,716.1,0,713.9000000000001,65.10000000000001,3,3,1,3,1,2,High Risk
1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1686.15,0,1751.0,24.796323529411765,2,1,0,1,0,1,Medium Risk
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,90.15,6716.45,0,6490.8,93.28402777777778,8,1,0,1,1,0,Low Risk
1,1,0,0,67,1,2,1,2,2,2,2,2,2,2,1,1,116.1,7839.85,0,7778.7,117.01268656716418,8,1,0,1,1,0,Low Risk
0,0,0,0,60,1,0,1,2,0,2,2,2,2,0,1,0,104.95,6236.75,0,6297.0,103.94583333333334,6,3,0,1,1,0,Low Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.05,45.05,1,45.05,45.05,1,3,0,3,0,1,Medium Risk
0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,71.0,1,71.0,71.0,1,3,1,3,1,2,High Risk
1,0,1,1,58,0,1,0,2,2,2,0,2,0,1,0,3,50.0,2919.85,0,2900.0,50.34224137931034,4,2,0,1,0,1,Medium Risk
0,1,1,1,47,1,0,1,0,0,0,0,0,0,0,0,0,70.55,3309.25,1,3315.85,70.40957446808511,1,3,0,2,1,2,High Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.7,79.7,1,79.7,79.7,2,3,1,3,1,2,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,20.45,0,20.45,20.45,1,3,0,3,0,1,Medium Risk
1,0,0,0,22,1,2,0,2,2,0,0,0,0,0,0,2,59.0,1254.7,1,1298.0,57.03181818181818,4,3,1,0,0,1,Medium Risk
0,0,0,0,48,1,0,0,2,0,2,2,0,0,1,1,1,60.35,2896.4,1,2896.8,60.34166666666667,4,2,0,2,0,1,Medium Risk
0,0,1,0,37,1,0,2,1,1,1,1,1,1,1,1,0,19.85,717.5,0,734.45,19.39189189189189,1,2,0,2,0,1,Medium Risk
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,2,19.95,253.8,0,259.35,19.523076923076925,1,2,1,0,0,1,Medium Risk
1,0,0,0,43,1,2,2,1,1,1,1,1,1,2,0,0,26.45,1110.05,0,1137.35,25.81511627906977,2,1,0,2,0,1,Medium Risk
0,0,0,0,6,0,1,0,2,2,2,2,2,2,2,1,3,63.4,348.8,0,380.4,58.13333333333333,6,1,0,3,0,1,Medium Risk
1,0,0,0,71,0,1,0,2,2,2,2,2,0,2,0,0,53.95,3888.65,0,3830.45,54.76971830985916,5,1,0,1,0,0,Low Risk
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,69.25,1,69.25,69.25,1,3,1,3,1,2,High Risk
0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,2,95.1,6843.15,0,6847.2,95.04375,5,1,1,1,1,0,Low Risk
0,1,0,0,6,1,0,1,2,0,0,0,0,0,0,1,2,74.1,450.9,0,444.6,75.14999999999999,2,3,1,3,1,2,High Risk
1,0,1,1,12,0,1,0,0,2,0,2,0,0,0,0,3,35.5,432.25,0,426.0,36.020833333333336,2,3,0,3,0,1,Medium Risk
1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1767.35,1,1773.75,70.694,1,3,0,2,1,2,High Risk
0,0,1,0,21,1,0,1,0,0,2,2,0,0,1,0,2,79.2,1742.45,0,1663.2,82.97380952380952,3,2,1,0,1,2,High Risk
0,0,1,1,6,1,0,0,0,0,0,2,0,0,0,1,3,48.8,297.35,0,292.79999999999995,49.55833333333334,2,3,0,3,0,1,Medium Risk
